#              ************************************
#              *****    GLOBAL ATTRIBUTES    ******
#              ************************************
#
#     PROJECT                         NSSDC
#     DISCIPLINE                      Space Physics>Interplanetary Studies
#     SOURCE_NAME                     OMNI (1AU IP Data)>Merged 5 minute Interplantary OMNI data
#     DATA_TYPE                       HRO>Definitive 5minute
#     DESCRIPTOR                      IMF, Plasma, Indices, Energetic Proton Flux
#     DATA_VERSION                    1
#     TITLE                           Near-Earth Heliosphere Data (OMNI)
#     TEXT                            5minute averaged definitive multispacecraft interplanetary parameters data
#                                     Additional information for all parameters are available from OMNI Data Documentation:                  
#                                      https://omniweb.gsfc.nasa.gov/html/HROdocum.html                                                      
#                                     Additional data access options available at  SPDF's OMNIWeb Service: https://omniweb.gsfc.nasa.gov/ow_m
#                                     Recent omni high resolution updates Release Notes: https://omniweb.gsfc.nasa.gov/html/hro_news.html    
#     MODS                            created November 2006;
#                                     conversion to ISTP/IACG CDFs via SKTEditor Feb 2000
#                                     Time tags in CDAWeb version were modified in March 2005 to use the
#                                     CDAWeb convention of having mid-average time tags rather than OMNI's
#                                     original convention of start-of-average time tags.
#     LOGICAL_FILE_ID                 omni_hro_5min_00000000_v01
#     PI_NAME                         J.H. King, N. Papatashvilli
#     PI_AFFILIATION                  AdnetSystems, NASA GSFC
#     GENERATION_DATE                 Ongoing
#     ACKNOWLEDGEMENT                 NSSDC
#     ADID_REF                        NSSD0110
#     RULES_OF_USE                    Public
#     INSTRUMENT_TYPE                 Plasma and Solar Wind
#                                     Magnetic Fields (space)
#                                     Electric Fields (space)
#     GENERATED_BY                    King/Papatashvilli
#     TIME_RESOLUTION                 5 minute
#     LOGICAL_SOURCE                  omni_hro_5min
#     LOGICAL_SOURCE_DESCRIPTION      OMNI Combined, Definitive, 5-minute IMF and Plasma, and Energetic Proton Fluxes,                       
#                                      Time-Shifted to the Nose  of the Earth's Bow Shock, plus Magnetic Indices                             
#     LINK_TEXT                       Additional information for all parameters are available from
#                                     Additional data access options available at
#                                     Recent omni high resolution updates
#     LINK_TITLE                      OMNI Data documentation
#                                     SPDF's OMNIWeb Service
#                                     Release Notes
#     HTTP_LINK                       https://omniweb.gsfc.nasa.gov/html/HROdocum.html
#                                     https://omniweb.gsfc.nasa.gov/ow_min.html
#                                     https://omniweb.gsfc.nasa.gov/html/hro_news.html
#     ALT_LOGICAL_SOURCE              Combined_OMNI_1AU-MagneticField-Plasma-HRO_5min_cdf
#     MISSION_GROUP                   OMNI (Combined 1AU IP Data; Magnetic and Solar Indices)
#                                     ACE
#                                     Wind
#                                     IMP (All)
#                                     !___Interplanetary Data near 1 AU
#     SPASE_DATASETRESOURCEID         spase://NASA/NumericalData/OMNI/HighResolutionObservations/Version1/PT5M
#     CDAWEB_PARENTS                  omni_hro_5min_00000000_v01
#                                     omni_hro_5min_19920701_v01, omni_hro_5min_19920801_v01
#     CDFMAJOR                        COL_MAJOR
#
#              ************************************
#              ****  RECORD VARYING VARIABLES  ****
#              ************************************
#
#  1. Epoch Time
#  2. AE - 5-minute AE-index, from WDC Kyoto (Final 1988/001-1988/182, Provisional 1990/001-2018/059)
#  3. SYM/H - 5-minute SYM/H index,from WDC Kyoto (1981/001-2020/213)
#
EPOCH_TIME_yyyy-mm-ddThh:mm:ss.sssZ,5-M_AE_nT,SYM/H_INDEX_nT
1992-07-27T06:20:00.000Z,60,6
1992-07-27T06:25:00.000Z,73,6
1992-07-27T06:30:00.000Z,87,7
1992-07-27T06:35:00.000Z,98,7
1992-07-27T06:40:00.000Z,110,6
1992-07-27T06:45:00.000Z,113,6
1992-07-27T06:50:00.000Z,107,5
1992-07-27T06:55:00.000Z,95,6
1992-07-27T07:00:00.000Z,91,5
1992-07-27T07:05:00.000Z,91,4
1992-07-27T07:10:00.000Z,108,4
1992-07-27T07:15:00.000Z,140,4
1992-07-27T07:20:00.000Z,128,4
1992-07-27T07:25:00.000Z,164,5
1992-07-27T07:30:00.000Z,165,5
1992-07-27T07:35:00.000Z,153,7
1992-07-27T07:40:00.000Z,133,7
1992-07-27T07:45:00.000Z,149,7
1992-07-27T07:50:00.000Z,165,7
1992-07-27T07:55:00.000Z,164,5
1992-07-27T08:00:00.000Z,158,5
1992-07-27T08:05:00.000Z,129,4
1992-07-27T08:10:00.000Z,112,3
1992-07-27T08:15:00.000Z,93,2
1992-07-27T08:20:00.000Z,71,2
1992-07-27T08:25:00.000Z,60,2
1992-07-27T08:30:00.000Z,54,1
1992-07-27T08:35:00.000Z,51,2
1992-07-27T08:40:00.000Z,57,2
1992-07-27T08:45:00.000Z,112,2
1992-07-27T08:50:00.000Z,218,2
1992-07-27T08:55:00.000Z,275,3
1992-07-27T09:00:00.000Z,318,4
1992-07-27T09:05:00.000Z,431,5
1992-07-27T09:10:00.000Z,437,6
1992-07-27T09:15:00.000Z,393,7
1992-07-27T09:20:00.000Z,326,7
1992-07-27T09:25:00.000Z,247,7
1992-07-27T09:30:00.000Z,166,7
1992-07-27T09:35:00.000Z,118,8
1992-07-27T09:40:00.000Z,111,9
1992-07-27T09:45:00.000Z,108,9
1992-07-27T09:50:00.000Z,105,8
1992-07-27T09:55:00.000Z,87,10
1992-07-27T10:00:00.000Z,77,10
1992-07-27T10:05:00.000Z,64,10
1992-07-27T10:10:00.000Z,45,9
1992-07-27T10:15:00.000Z,55,11
1992-07-27T10:20:00.000Z,45,10
1992-07-27T10:25:00.000Z,44,8
1992-07-27T10:30:00.000Z,54,8
1992-07-27T10:35:00.000Z,54,10
1992-07-27T10:40:00.000Z,56,13
1992-07-27T10:45:00.000Z,62,14
1992-07-27T10:50:00.000Z,60,15
1992-07-27T10:55:00.000Z,53,14
1992-07-27T11:00:00.000Z,57,14
1992-07-27T11:05:00.000Z,53,13
1992-07-27T11:10:00.000Z,63,13
1992-07-27T11:15:00.000Z,103,13
1992-07-27T11:20:00.000Z,106,13
1992-07-27T11:25:00.000Z,143,13
1992-07-27T11:30:00.000Z,189,13
1992-07-27T11:35:00.000Z,226,14
1992-07-27T11:40:00.000Z,188,14
1992-07-27T11:45:00.000Z,153,15
1992-07-27T11:50:00.000Z,131,15
1992-07-27T11:55:00.000Z,104,14
1992-07-27T12:00:00.000Z,78,12
1992-07-27T12:05:00.000Z,79,11
1992-07-27T12:10:00.000Z,76,11
1992-07-27T12:15:00.000Z,70,11
1992-07-27T12:20:00.000Z,66,11
1992-07-27T12:25:00.000Z,65,11
1992-07-27T12:30:00.000Z,57,11
1992-07-27T12:35:00.000Z,57,11
1992-07-27T12:40:00.000Z,54,10
1992-07-27T12:45:00.000Z,53,10
1992-07-27T12:50:00.000Z,54,9
1992-07-27T12:55:00.000Z,64,7
1992-07-27T13:00:00.000Z,79,7
1992-07-27T13:05:00.000Z,84,8
1992-07-27T13:10:00.000Z,75,8
1992-07-27T13:15:00.000Z,69,9
1992-07-27T13:20:00.000Z,59,8
1992-07-27T13:25:00.000Z,58,8
1992-07-27T13:30:00.000Z,62,8
1992-07-27T13:35:00.000Z,63,7
1992-07-27T13:40:00.000Z,60,7
1992-07-27T13:45:00.000Z,65,7
1992-07-27T13:50:00.000Z,66,5
1992-07-27T13:55:00.000Z,69,5
1992-07-27T14:00:00.000Z,63,4
1992-07-27T14:05:00.000Z,65,3
1992-07-27T14:10:00.000Z,70,3
1992-07-27T14:15:00.000Z,67,3
1992-07-27T14:20:00.000Z,63,3
1992-07-27T14:25:00.000Z,60,3
1992-07-27T14:30:00.000Z,58,3
1992-07-27T14:35:00.000Z,60,3
1992-07-27T14:40:00.000Z,59,3
1992-07-27T14:45:00.000Z,56,3
1992-07-27T14:50:00.000Z,60,2
1992-07-27T14:55:00.000Z,55,2
1992-07-27T15:00:00.000Z,60,2
1992-07-27T15:05:00.000Z,68,2
1992-07-27T15:10:00.000Z,73,0
1992-07-27T15:15:00.000Z,73,1
1992-07-27T15:20:00.000Z,64,1
1992-07-27T15:25:00.000Z,66,1
1992-07-27T15:30:00.000Z,66,2
1992-07-27T15:35:00.000Z,87,1
1992-07-27T15:40:00.000Z,69,2
1992-07-27T15:45:00.000Z,51,2
1992-07-27T15:50:00.000Z,44,4
1992-07-27T15:55:00.000Z,42,4
1992-07-27T16:00:00.000Z,49,4
1992-07-27T16:05:00.000Z,59,3
1992-07-27T16:10:00.000Z,62,3
1992-07-27T16:15:00.000Z,56,4
1992-07-27T16:20:00.000Z,59,4
1992-07-27T16:25:00.000Z,76,4
1992-07-27T16:30:00.000Z,93,4
1992-07-27T16:35:00.000Z,84,4
1992-07-27T16:40:00.000Z,86,5
1992-07-27T16:45:00.000Z,104,5
1992-07-27T16:50:00.000Z,117,4
1992-07-27T16:55:00.000Z,142,3
1992-07-27T17:00:00.000Z,135,2
1992-07-27T17:05:00.000Z,143,2
1992-07-27T17:10:00.000Z,149,2
1992-07-27T17:15:00.000Z,149,2
1992-07-27T17:20:00.000Z,154,1
1992-07-27T17:25:00.000Z,172,0
1992-07-27T17:30:00.000Z,177,-1
1992-07-27T17:35:00.000Z,200,-1
1992-07-27T17:40:00.000Z,218,-1
1992-07-27T17:45:00.000Z,252,-2
1992-07-27T17:50:00.000Z,260,-2
1992-07-27T17:55:00.000Z,242,-2
1992-07-27T18:00:00.000Z,229,-4
1992-07-27T18:05:00.000Z,217,-3
1992-07-27T18:10:00.000Z,199,-3
1992-07-27T18:15:00.000Z,183,-4
1992-07-27T18:20:00.000Z,159,-4
1992-07-27T18:25:00.000Z,142,-3
1992-07-27T18:30:00.000Z,132,-2
1992-07-27T18:35:00.000Z,120,-1
1992-07-27T18:40:00.000Z,114,-1
1992-07-27T18:45:00.000Z,131,-1
1992-07-27T18:50:00.000Z,133,-1
1992-07-27T18:55:00.000Z,128,-1
1992-07-27T19:00:00.000Z,140,-2
1992-07-27T19:05:00.000Z,129,-2
1992-07-27T19:10:00.000Z,130,-4
1992-07-27T19:15:00.000Z,108,-6
1992-07-27T19:20:00.000Z,95,-3
1992-07-27T19:25:00.000Z,92,-3
1992-07-27T19:30:00.000Z,95,-4
1992-07-27T19:35:00.000Z,94,-4
1992-07-27T19:40:00.000Z,97,-3
1992-07-27T19:45:00.000Z,83,-3
1992-07-27T19:50:00.000Z,91,-2
1992-07-27T19:55:00.000Z,74,0
1992-07-27T20:00:00.000Z,68,2
1992-07-27T20:05:00.000Z,68,5
1992-07-27T20:10:00.000Z,72,5
1992-07-27T20:15:00.000Z,67,4
1992-07-27T20:20:00.000Z,77,5
1992-07-27T20:25:00.000Z,75,7
1992-07-27T20:30:00.000Z,79,7
1992-07-27T20:35:00.000Z,82,6
1992-07-27T20:40:00.000Z,86,4
1992-07-27T20:45:00.000Z,90,6
1992-07-27T20:50:00.000Z,107,9
1992-07-27T20:55:00.000Z,108,7
1992-07-27T21:00:00.000Z,118,6
1992-07-27T21:05:00.000Z,124,2
1992-07-27T21:10:00.000Z,117,0
1992-07-27T21:15:00.000Z,130,0
1992-07-27T21:20:00.000Z,123,0
1992-07-27T21:25:00.000Z,118,-2
1992-07-27T21:30:00.000Z,109,-5
1992-07-27T21:35:00.000Z,99,-4
1992-07-27T21:40:00.000Z,101,-3
1992-07-27T21:45:00.000Z,106,-5
1992-07-27T21:50:00.000Z,101,-5
1992-07-27T21:55:00.000Z,120,-1
1992-07-27T22:00:00.000Z,152,1
1992-07-27T22:05:00.000Z,179,1
1992-07-27T22:10:00.000Z,171,2
1992-07-27T22:15:00.000Z,189,2
1992-07-27T22:20:00.000Z,221,5
1992-07-27T22:25:00.000Z,250,4
1992-07-27T22:30:00.000Z,259,1
1992-07-27T22:35:00.000Z,273,-1
1992-07-27T22:40:00.000Z,293,0
1992-07-27T22:45:00.000Z,306,0
1992-07-27T22:50:00.000Z,302,0
1992-07-27T22:55:00.000Z,323,1
1992-07-27T23:00:00.000Z,360,4
1992-07-27T23:05:00.000Z,430,6
1992-07-27T23:10:00.000Z,527,6
1992-07-27T23:15:00.000Z,520,5
1992-07-27T23:20:00.000Z,554,6
1992-07-27T23:25:00.000Z,588,7
1992-07-27T23:30:00.000Z,633,8
1992-07-27T23:35:00.000Z,667,8
1992-07-27T23:40:00.000Z,680,10
1992-07-27T23:45:00.000Z,743,12
1992-07-27T23:50:00.000Z,673,1
1992-07-27T23:55:00.000Z,599,-5
1992-07-28T00:00:00.000Z,662,1
1992-07-28T00:05:00.000Z,648,-1
1992-07-28T00:10:00.000Z,558,1
1992-07-28T00:15:00.000Z,398,-8
1992-07-28T00:20:00.000Z,334,-15
1992-07-28T00:25:00.000Z,342,-13
1992-07-28T00:30:00.000Z,297,-12
1992-07-28T00:35:00.000Z,304,-9
1992-07-28T00:40:00.000Z,340,-3
1992-07-28T00:45:00.000Z,332,-7
1992-07-28T00:50:00.000Z,339,-12
1992-07-28T00:55:00.000Z,296,-11
1992-07-28T01:00:00.000Z,289,-14
1992-07-28T01:05:00.000Z,307,-18
1992-07-28T01:10:00.000Z,241,-8
1992-07-28T01:15:00.000Z,253,-9
1992-07-28T01:20:00.000Z,223,-10
1992-07-28T01:25:00.000Z,171,-7
1992-07-28T01:30:00.000Z,169,1
1992-07-28T01:35:00.000Z,168,0
1992-07-28T01:40:00.000Z,172,1
1992-07-28T01:45:00.000Z,201,2
1992-07-28T01:50:00.000Z,208,0
1992-07-28T01:55:00.000Z,266,4
1992-07-28T02:00:00.000Z,299,4
1992-07-28T02:05:00.000Z,260,-4
1992-07-28T02:10:00.000Z,240,-7
1992-07-28T02:15:00.000Z,227,-8
1992-07-28T02:20:00.000Z,180,-4
1992-07-28T02:25:00.000Z,144,-3
1992-07-28T02:30:00.000Z,116,-5
1992-07-28T02:35:00.000Z,129,-5
1992-07-28T02:40:00.000Z,170,-3
1992-07-28T02:45:00.000Z,225,-2
1992-07-28T02:50:00.000Z,280,-4
1992-07-28T02:55:00.000Z,311,-8
1992-07-28T03:00:00.000Z,356,-5
1992-07-28T03:05:00.000Z,396,-4
1992-07-28T03:10:00.000Z,444,-5
1992-07-28T03:15:00.000Z,490,-7
1992-07-28T03:20:00.000Z,527,-9
1992-07-28T03:25:00.000Z,568,-12
1992-07-28T03:30:00.000Z,627,-14
1992-07-28T03:35:00.000Z,731,-18
1992-07-28T03:40:00.000Z,772,-21
1992-07-28T03:45:00.000Z,724,-25
1992-07-28T03:50:00.000Z,697,-31
1992-07-28T03:55:00.000Z,752,-34
1992-07-28T04:00:00.000Z,772,-37
1992-07-28T04:05:00.000Z,867,-39
1992-07-28T04:10:00.000Z,940,-38
1992-07-28T04:15:00.000Z,1187,-37
1992-07-28T04:20:00.000Z,1043,-42
1992-07-28T04:25:00.000Z,910,-45
1992-07-28T04:30:00.000Z,1116,-46
1992-07-28T04:35:00.000Z,1146,-50
1992-07-28T04:40:00.000Z,1058,-54
1992-07-28T04:45:00.000Z,1179,-43
1992-07-28T04:50:00.000Z,1294,-45
1992-07-28T04:55:00.000Z,1181,-48
1992-07-28T05:00:00.000Z,1239,-48
1992-07-28T05:05:00.000Z,1244,-50
1992-07-28T05:10:00.000Z,1069,-42
1992-07-28T05:15:00.000Z,1028,-39
1992-07-28T05:20:00.000Z,1063,-37
1992-07-28T05:25:00.000Z,968,-40
1992-07-28T05:30:00.000Z,866,-42
1992-07-28T05:35:00.000Z,873,-42
1992-07-28T05:40:00.000Z,819,-46
1992-07-28T05:45:00.000Z,693,-53
1992-07-28T05:50:00.000Z,673,-48
1992-07-28T05:55:00.000Z,519,-44
1992-07-28T06:00:00.000Z,454,-41
1992-07-28T06:05:00.000Z,343,-39
1992-07-28T06:10:00.000Z,372,-52
1992-07-28T06:15:00.000Z,195,-48
1992-07-28T06:20:00.000Z,141,-39
1992-07-28T06:25:00.000Z,136,-37
1992-07-28T06:30:00.000Z,82,-32
1992-07-28T06:35:00.000Z,108,-33
1992-07-28T06:40:00.000Z,130,-35
1992-07-28T06:45:00.000Z,113,-35
1992-07-28T06:50:00.000Z,100,-35
1992-07-28T06:55:00.000Z,88,-36
1992-07-28T07:00:00.000Z,61,-35
1992-07-28T07:05:00.000Z,69,-34
1992-07-28T07:10:00.000Z,70,-35
1992-07-28T07:15:00.000Z,69,-35
1992-07-28T07:20:00.000Z,76,-35
1992-07-28T07:25:00.000Z,60,-37
1992-07-28T07:30:00.000Z,86,-37
1992-07-28T07:35:00.000Z,114,-35
1992-07-28T07:40:00.000Z,119,-33
1992-07-28T07:45:00.000Z,96,-31
1992-07-28T07:50:00.000Z,65,-32
1992-07-28T07:55:00.000Z,59,-33
1992-07-28T08:00:00.000Z,60,-34
1992-07-28T08:05:00.000Z,65,-33
1992-07-28T08:10:00.000Z,58,-33
1992-07-28T08:15:00.000Z,52,-33
1992-07-28T08:20:00.000Z,49,-34
1992-07-28T08:25:00.000Z,50,-34
1992-07-28T08:30:00.000Z,59,-33
1992-07-28T08:35:00.000Z,35,-32
1992-07-28T08:40:00.000Z,38,-31
1992-07-28T08:45:00.000Z,44,-31
1992-07-28T08:50:00.000Z,61,-30
1992-07-28T08:55:00.000Z,56,-31
1992-07-28T09:00:00.000Z,72,-31
1992-07-28T09:05:00.000Z,61,-32
1992-07-28T09:10:00.000Z,54,-33
1992-07-28T09:15:00.000Z,52,-33
1992-07-28T09:20:00.000Z,49,-33
1992-07-28T09:25:00.000Z,35,-33
1992-07-28T09:30:00.000Z,42,-32
1992-07-28T09:35:00.000Z,71,-31
1992-07-28T09:40:00.000Z,75,-31
1992-07-28T09:45:00.000Z,104,-32
1992-07-28T09:50:00.000Z,104,-35
1992-07-28T09:55:00.000Z,95,-37
1992-07-28T10:00:00.000Z,80,-38
1992-07-28T10:05:00.000Z,78,-37
1992-07-28T10:10:00.000Z,74,-36
1992-07-28T10:15:00.000Z,79,-38
1992-07-28T10:20:00.000Z,75,-40
1992-07-28T10:25:00.000Z,76,-38
1992-07-28T10:30:00.000Z,81,-36
1992-07-28T10:35:00.000Z,92,-34
1992-07-28T10:40:00.000Z,116,-31
1992-07-28T10:45:00.000Z,119,-31
1992-07-28T10:50:00.000Z,119,-31
1992-07-28T10:55:00.000Z,125,-30
1992-07-28T11:00:00.000Z,139,-31
1992-07-28T11:05:00.000Z,158,-31
1992-07-28T11:10:00.000Z,161,-30
1992-07-28T11:15:00.000Z,142,-27
1992-07-28T11:20:00.000Z,157,-30
1992-07-28T11:25:00.000Z,132,-30
1992-07-28T11:30:00.000Z,87,-30
1992-07-28T11:35:00.000Z,84,-29
1992-07-28T11:40:00.000Z,73,-28
1992-07-28T11:45:00.000Z,71,-28
1992-07-28T11:50:00.000Z,62,-27
1992-07-28T11:55:00.000Z,109,-26
1992-07-28T12:00:00.000Z,263,-24
1992-07-28T12:05:00.000Z,363,-24
1992-07-28T12:10:00.000Z,329,-23
1992-07-28T12:15:00.000Z,266,-22
1992-07-28T12:20:00.000Z,196,-19
1992-07-28T12:25:00.000Z,126,-19
1992-07-28T12:30:00.000Z,123,-19
1992-07-28T12:35:00.000Z,72,-18
1992-07-28T12:40:00.000Z,74,-16
1992-07-28T12:45:00.000Z,103,-16
1992-07-28T12:50:00.000Z,111,-18
1992-07-28T12:55:00.000Z,77,-18
1992-07-28T13:00:00.000Z,94,-17
1992-07-28T13:05:00.000Z,94,-15
1992-07-28T13:10:00.000Z,139,-18
1992-07-28T13:15:00.000Z,116,-17
1992-07-28T13:20:00.000Z,175,-19
1992-07-28T13:25:00.000Z,152,-19
1992-07-28T13:30:00.000Z,156,-19
1992-07-28T13:35:00.000Z,165,-21
1992-07-28T13:40:00.000Z,166,-22
1992-07-28T13:45:00.000Z,160,-22
1992-07-28T13:50:00.000Z,123,-24
1992-07-28T13:55:00.000Z,147,-25
1992-07-28T14:00:00.000Z,154,-25
1992-07-28T14:05:00.000Z,126,-25
1992-07-28T14:10:00.000Z,132,-25
1992-07-28T14:15:00.000Z,131,-23
1992-07-28T14:20:00.000Z,118,-24
1992-07-28T14:25:00.000Z,134,-25
1992-07-28T14:30:00.000Z,146,-26
1992-07-28T14:35:00.000Z,144,-27
1992-07-28T14:40:00.000Z,178,-28
1992-07-28T14:45:00.000Z,203,-29
1992-07-28T14:50:00.000Z,230,-30
1992-07-28T14:55:00.000Z,269,-30
1992-07-28T15:00:00.000Z,310,-32
1992-07-28T15:05:00.000Z,330,-33
1992-07-28T15:10:00.000Z,352,-33
1992-07-28T15:15:00.000Z,393,-33
1992-07-28T15:20:00.000Z,435,-33
1992-07-28T15:25:00.000Z,390,-32
1992-07-28T15:30:00.000Z,422,-34
1992-07-28T15:35:00.000Z,421,-34
1992-07-28T15:40:00.000Z,418,-33
1992-07-28T15:45:00.000Z,422,-33
1992-07-28T15:50:00.000Z,442,-33
1992-07-28T15:55:00.000Z,439,-33
1992-07-28T16:00:00.000Z,441,-32
1992-07-28T16:05:00.000Z,416,-32
1992-07-28T16:10:00.000Z,428,-31
1992-07-28T16:15:00.000Z,468,-31
1992-07-28T16:20:00.000Z,457,-30
1992-07-28T16:25:00.000Z,480,-30
1992-07-28T16:30:00.000Z,442,-30
1992-07-28T16:35:00.000Z,440,-29
1992-07-28T16:40:00.000Z,388,-27
1992-07-28T16:45:00.000Z,377,-27
1992-07-28T16:50:00.000Z,377,-26
1992-07-28T16:55:00.000Z,388,-26
