#              ************************************
#              *****    GLOBAL ATTRIBUTES    ******
#              ************************************
#
#     PROJECT                         NSSDC
#     DISCIPLINE                      Space Physics>Interplanetary Studies
#     SOURCE_NAME                     OMNI (1AU IP Data)>Merged 5 minute Interplantary OMNI data
#     DATA_TYPE                       HRO>Definitive 5minute
#     DESCRIPTOR                      IMF, Plasma, Indices, Energetic Proton Flux
#     DATA_VERSION                    1
#     TITLE                           Near-Earth Heliosphere Data (OMNI)
#     TEXT                            5minute averaged definitive multispacecraft interplanetary parameters data
#                                     Additional information for all parameters are available from OMNI Data Documentation:                  
#                                      https://omniweb.gsfc.nasa.gov/html/HROdocum.html                                                      
#                                     Additional data access options available at  SPDF's OMNIWeb Service: https://omniweb.gsfc.nasa.gov/ow_m
#                                     Recent omni high resolution updates Release Notes: https://omniweb.gsfc.nasa.gov/html/hro_news.html    
#     MODS                            created November 2006;
#                                     conversion to ISTP/IACG CDFs via SKTEditor Feb 2000
#                                     Time tags in CDAWeb version were modified in March 2005 to use the
#                                     CDAWeb convention of having mid-average time tags rather than OMNI's
#                                     original convention of start-of-average time tags.
#     LOGICAL_FILE_ID                 omni_hro_5min_00000000_v01
#     PI_NAME                         J.H. King, N. Papatashvilli
#     PI_AFFILIATION                  AdnetSystems, NASA GSFC
#     GENERATION_DATE                 Ongoing
#     ACKNOWLEDGEMENT                 NSSDC
#     ADID_REF                        NSSD0110
#     RULES_OF_USE                    Public
#     INSTRUMENT_TYPE                 Plasma and Solar Wind
#                                     Magnetic Fields (space)
#                                     Electric Fields (space)
#     GENERATED_BY                    King/Papatashvilli
#     TIME_RESOLUTION                 5 minute
#     LOGICAL_SOURCE                  omni_hro_5min
#     LOGICAL_SOURCE_DESCRIPTION      OMNI Combined, Definitive, 5-minute IMF and Plasma, and Energetic Proton Fluxes,                       
#                                      Time-Shifted to the Nose  of the Earth's Bow Shock, plus Magnetic Indices                             
#     LINK_TEXT                       Additional information for all parameters are available from
#                                     Additional data access options available at
#                                     Recent omni high resolution updates
#     LINK_TITLE                      OMNI Data documentation
#                                     SPDF's OMNIWeb Service
#                                     Release Notes
#     HTTP_LINK                       https://omniweb.gsfc.nasa.gov/html/HROdocum.html
#                                     https://omniweb.gsfc.nasa.gov/ow_min.html
#                                     https://omniweb.gsfc.nasa.gov/html/hro_news.html
#     ALT_LOGICAL_SOURCE              Combined_OMNI_1AU-MagneticField-Plasma-HRO_5min_cdf
#     MISSION_GROUP                   OMNI (Combined 1AU IP Data; Magnetic and Solar Indices)
#                                     ACE
#                                     Wind
#                                     IMP (All)
#                                     !___Interplanetary Data near 1 AU
#     SPASE_DATASETRESOURCEID         spase://NASA/NumericalData/OMNI/HighResolutionObservations/Version1/PT5M
#     CDAWEB_PARENTS                  omni_hro_5min_00000000_v01
#                                     omni_hro_5min_19930401_v01
#     CDFMAJOR                        COL_MAJOR
#
#              ************************************
#              ****  RECORD VARYING VARIABLES  ****
#              ************************************
#
#  1. Epoch Time
#  2. AE - 5-minute AE-index, from WDC Kyoto (Final 1988/001-1988/182, Provisional 1990/001-2018/059)
#  3. SYM/H - 5-minute SYM/H index,from WDC Kyoto (1981/001-2020/213)
#
EPOCH_TIME_yyyy-mm-ddThh:mm:ss.sssZ,5-M_AE_nT,SYM/H_INDEX_nT
1993-04-04T06:30:00.000Z,102,-2
1993-04-04T06:35:00.000Z,96,-2
1993-04-04T06:40:00.000Z,106,-2
1993-04-04T06:45:00.000Z,116,-2
1993-04-04T06:50:00.000Z,139,-2
1993-04-04T06:55:00.000Z,147,-3
1993-04-04T07:00:00.000Z,147,-3
1993-04-04T07:05:00.000Z,136,-3
1993-04-04T07:10:00.000Z,141,-3
1993-04-04T07:15:00.000Z,137,-3
1993-04-04T07:20:00.000Z,163,-4
1993-04-04T07:25:00.000Z,124,-4
1993-04-04T07:30:00.000Z,98,-5
1993-04-04T07:35:00.000Z,91,-5
1993-04-04T07:40:00.000Z,87,-4
1993-04-04T07:45:00.000Z,93,-4
1993-04-04T07:50:00.000Z,113,-4
1993-04-04T07:55:00.000Z,114,-3
1993-04-04T08:00:00.000Z,92,-3
1993-04-04T08:05:00.000Z,94,-3
1993-04-04T08:10:00.000Z,80,-2
1993-04-04T08:15:00.000Z,86,-2
1993-04-04T08:20:00.000Z,81,-1
1993-04-04T08:25:00.000Z,85,-1
1993-04-04T08:30:00.000Z,93,0
1993-04-04T08:35:00.000Z,67,0
1993-04-04T08:40:00.000Z,63,2
1993-04-04T08:45:00.000Z,77,2
1993-04-04T08:50:00.000Z,81,2
1993-04-04T08:55:00.000Z,82,2
1993-04-04T09:00:00.000Z,75,2
1993-04-04T09:05:00.000Z,64,3
1993-04-04T09:10:00.000Z,64,2
1993-04-04T09:15:00.000Z,63,2
1993-04-04T09:20:00.000Z,62,3
1993-04-04T09:25:00.000Z,69,4
1993-04-04T09:30:00.000Z,67,6
1993-04-04T09:35:00.000Z,56,6
1993-04-04T09:40:00.000Z,57,6
1993-04-04T09:45:00.000Z,61,7
1993-04-04T09:50:00.000Z,65,7
1993-04-04T09:55:00.000Z,72,7
1993-04-04T10:00:00.000Z,77,7
1993-04-04T10:05:00.000Z,69,8
1993-04-04T10:10:00.000Z,75,9
1993-04-04T10:15:00.000Z,97,10
1993-04-04T10:20:00.000Z,118,10
1993-04-04T10:25:00.000Z,145,10
1993-04-04T10:30:00.000Z,180,11
1993-04-04T10:35:00.000Z,185,11
1993-04-04T10:40:00.000Z,206,11
1993-04-04T10:45:00.000Z,201,12
1993-04-04T10:50:00.000Z,204,12
1993-04-04T10:55:00.000Z,214,12
1993-04-04T11:00:00.000Z,194,10
1993-04-04T11:05:00.000Z,210,9
1993-04-04T11:10:00.000Z,191,8
1993-04-04T11:15:00.000Z,175,7
1993-04-04T11:20:00.000Z,194,8
1993-04-04T11:25:00.000Z,194,9
1993-04-04T11:30:00.000Z,239,9
1993-04-04T11:35:00.000Z,268,8
1993-04-04T11:40:00.000Z,236,9
1993-04-04T11:45:00.000Z,216,8
1993-04-04T11:50:00.000Z,206,8
1993-04-04T11:55:00.000Z,193,8
1993-04-04T12:00:00.000Z,179,8
1993-04-04T12:05:00.000Z,163,9
1993-04-04T12:10:00.000Z,154,9
1993-04-04T12:15:00.000Z,132,10
1993-04-04T12:20:00.000Z,121,12
1993-04-04T12:25:00.000Z,104,13
1993-04-04T12:30:00.000Z,89,12
1993-04-04T12:35:00.000Z,76,13
1993-04-04T12:40:00.000Z,83,13
1993-04-04T12:45:00.000Z,88,13
1993-04-04T12:50:00.000Z,91,13
1993-04-04T12:55:00.000Z,101,12
1993-04-04T13:00:00.000Z,91,10
1993-04-04T13:05:00.000Z,83,9
1993-04-04T13:10:00.000Z,73,10
1993-04-04T13:15:00.000Z,71,10
1993-04-04T13:20:00.000Z,71,9
1993-04-04T13:25:00.000Z,78,9
1993-04-04T13:30:00.000Z,87,10
1993-04-04T13:35:00.000Z,78,10
1993-04-04T13:40:00.000Z,62,9
1993-04-04T13:45:00.000Z,64,10
1993-04-04T13:50:00.000Z,66,9
1993-04-04T13:55:00.000Z,53,6
1993-04-04T14:00:00.000Z,69,4
1993-04-04T14:05:00.000Z,91,4
1993-04-04T14:10:00.000Z,122,4
1993-04-04T14:15:00.000Z,161,5
1993-04-04T14:20:00.000Z,196,5
1993-04-04T14:25:00.000Z,224,4
1993-04-04T14:30:00.000Z,217,5
1993-04-04T14:35:00.000Z,433,23
1993-04-04T14:40:00.000Z,430,13
1993-04-04T14:45:00.000Z,489,6
1993-04-04T14:50:00.000Z,907,0
1993-04-04T14:55:00.000Z,1288,-7
1993-04-04T15:00:00.000Z,1445,-17
1993-04-04T15:05:00.000Z,1357,-28
1993-04-04T15:10:00.000Z,1488,-36
1993-04-04T15:15:00.000Z,1751,-43
1993-04-04T15:20:00.000Z,1612,-49
1993-04-04T15:25:00.000Z,1780,-54
1993-04-04T15:30:00.000Z,1775,-60
1993-04-04T15:35:00.000Z,1779,-62
1993-04-04T15:40:00.000Z,2087,-64
1993-04-04T15:45:00.000Z,1475,-67
1993-04-04T15:50:00.000Z,1403,-69
1993-04-04T15:55:00.000Z,1535,-71
1993-04-04T16:00:00.000Z,1847,-73
1993-04-04T16:05:00.000Z,1802,-77
1993-04-04T16:10:00.000Z,1131,-82
1993-04-04T16:15:00.000Z,1254,-85
1993-04-04T16:20:00.000Z,1073,-88
1993-04-04T16:25:00.000Z,1014,-90
1993-04-04T16:30:00.000Z,1163,-93
1993-04-04T16:35:00.000Z,1123,-96
1993-04-04T16:40:00.000Z,1081,-97
1993-04-04T16:45:00.000Z,1297,-99
1993-04-04T16:50:00.000Z,965,-103
1993-04-04T16:55:00.000Z,846,-106
1993-04-04T17:00:00.000Z,903,-107
1993-04-04T17:05:00.000Z,706,-107
1993-04-04T17:10:00.000Z,825,-108
1993-04-04T17:15:00.000Z,614,-112
1993-04-04T17:20:00.000Z,641,-115
1993-04-04T17:25:00.000Z,754,-116
1993-04-04T17:30:00.000Z,890,-116
1993-04-04T17:35:00.000Z,934,-118
1993-04-04T17:40:00.000Z,992,-118
1993-04-04T17:45:00.000Z,964,-119
1993-04-04T17:50:00.000Z,903,-117
1993-04-04T17:55:00.000Z,877,-115
1993-04-04T18:00:00.000Z,853,-114
1993-04-04T18:05:00.000Z,826,-112
1993-04-04T18:10:00.000Z,829,-110
1993-04-04T18:15:00.000Z,811,-109
1993-04-04T18:20:00.000Z,737,-102
1993-04-04T18:25:00.000Z,685,-103
1993-04-04T18:30:00.000Z,637,-104
1993-04-04T18:35:00.000Z,643,-102
1993-04-04T18:40:00.000Z,679,-99
1993-04-04T18:45:00.000Z,820,-99
1993-04-04T18:50:00.000Z,896,-101
1993-04-04T18:55:00.000Z,853,-110
1993-04-04T19:00:00.000Z,822,-114
1993-04-04T19:05:00.000Z,734,-118
1993-04-04T19:10:00.000Z,741,-109
1993-04-04T19:15:00.000Z,712,-101
1993-04-04T19:20:00.000Z,713,-97
1993-04-04T19:25:00.000Z,711,-99
1993-04-04T19:30:00.000Z,803,-99
1993-04-04T19:35:00.000Z,628,-104
1993-04-04T19:40:00.000Z,598,-104
1993-04-04T19:45:00.000Z,567,-98
1993-04-04T19:50:00.000Z,646,-100
1993-04-04T19:55:00.000Z,673,-102
1993-04-04T20:00:00.000Z,642,-90
1993-04-04T20:05:00.000Z,515,-94
1993-04-04T20:10:00.000Z,672,-101
1993-04-04T20:15:00.000Z,915,-120
1993-04-04T20:20:00.000Z,722,-119
1993-04-04T20:25:00.000Z,583,-115
1993-04-04T20:30:00.000Z,746,-119
1993-04-04T20:35:00.000Z,650,-109
1993-04-04T20:40:00.000Z,387,-109
1993-04-04T20:45:00.000Z,413,-111
1993-04-04T20:50:00.000Z,473,-115
1993-04-04T20:55:00.000Z,358,-111
1993-04-04T21:00:00.000Z,312,-100
1993-04-04T21:05:00.000Z,229,-96
1993-04-04T21:10:00.000Z,180,-92
1993-04-04T21:15:00.000Z,187,-87
1993-04-04T21:20:00.000Z,213,-88
1993-04-04T21:25:00.000Z,264,-80
1993-04-04T21:30:00.000Z,235,-74
1993-04-04T21:35:00.000Z,369,-70
1993-04-04T21:40:00.000Z,435,-66
1993-04-04T21:45:00.000Z,529,-64
1993-04-04T21:50:00.000Z,606,-67
1993-04-04T21:55:00.000Z,582,-72
1993-04-04T22:00:00.000Z,497,-77
1993-04-04T22:05:00.000Z,360,-78
1993-04-04T22:10:00.000Z,309,-89
1993-04-04T22:15:00.000Z,320,-94
1993-04-04T22:20:00.000Z,306,-102
1993-04-04T22:25:00.000Z,370,-109
1993-04-04T22:30:00.000Z,275,-111
1993-04-04T22:35:00.000Z,458,-108
1993-04-04T22:40:00.000Z,407,-107
1993-04-04T22:45:00.000Z,472,-95
1993-04-04T22:50:00.000Z,1221,-86
1993-04-04T22:55:00.000Z,1166,-84
1993-04-04T23:00:00.000Z,1228,-95
1993-04-04T23:05:00.000Z,1297,-94
1993-04-04T23:10:00.000Z,1219,-89
1993-04-04T23:15:00.000Z,1168,-95
1993-04-04T23:20:00.000Z,1134,-96
1993-04-04T23:25:00.000Z,1127,-96
1993-04-04T23:30:00.000Z,1176,-98
1993-04-04T23:35:00.000Z,814,-90
1993-04-04T23:40:00.000Z,857,-91
1993-04-04T23:45:00.000Z,834,-100
1993-04-04T23:50:00.000Z,827,-123
1993-04-04T23:55:00.000Z,697,-127
1993-04-05T00:00:00.000Z,602,-121
1993-04-05T00:05:00.000Z,634,-120
1993-04-05T00:10:00.000Z,603,-117
1993-04-05T00:15:00.000Z,544,-114
1993-04-05T00:20:00.000Z,546,-112
1993-04-05T00:25:00.000Z,586,-113
1993-04-05T00:30:00.000Z,545,-112
1993-04-05T00:35:00.000Z,491,-113
1993-04-05T00:40:00.000Z,461,-114
1993-04-05T00:45:00.000Z,405,-110
1993-04-05T00:50:00.000Z,327,-110
1993-04-05T00:55:00.000Z,324,-111
1993-04-05T01:00:00.000Z,292,-115
1993-04-05T01:05:00.000Z,308,-117
1993-04-05T01:10:00.000Z,381,-117
1993-04-05T01:15:00.000Z,357,-118
1993-04-05T01:20:00.000Z,327,-120
1993-04-05T01:25:00.000Z,313,-122
1993-04-05T01:30:00.000Z,355,-124
1993-04-05T01:35:00.000Z,353,-124
1993-04-05T01:40:00.000Z,555,-122
1993-04-05T01:45:00.000Z,1115,-123
1993-04-05T01:50:00.000Z,829,-122
1993-04-05T01:55:00.000Z,876,-122
1993-04-05T02:00:00.000Z,962,-127
1993-04-05T02:05:00.000Z,993,-135
1993-04-05T02:10:00.000Z,864,-138
1993-04-05T02:15:00.000Z,889,-134
1993-04-05T02:20:00.000Z,851,-134
1993-04-05T02:25:00.000Z,742,-136
1993-04-05T02:30:00.000Z,864,-143
1993-04-05T02:35:00.000Z,960,-149
1993-04-05T02:40:00.000Z,1051,-153
1993-04-05T02:45:00.000Z,1060,-156
1993-04-05T02:50:00.000Z,1288,-158
1993-04-05T02:55:00.000Z,1045,-162
1993-04-05T03:00:00.000Z,973,-165
1993-04-05T03:05:00.000Z,937,-167
1993-04-05T03:10:00.000Z,834,-170
1993-04-05T03:15:00.000Z,855,-169
1993-04-05T03:20:00.000Z,812,-171
1993-04-05T03:25:00.000Z,1036,-170
1993-04-05T03:30:00.000Z,889,-171
1993-04-05T03:35:00.000Z,715,-172
1993-04-05T03:40:00.000Z,661,-171
1993-04-05T03:45:00.000Z,545,-172
1993-04-05T03:50:00.000Z,688,-172
1993-04-05T03:55:00.000Z,695,-171
1993-04-05T04:00:00.000Z,421,-169
1993-04-05T04:05:00.000Z,408,-164
1993-04-05T04:10:00.000Z,474,-159
1993-04-05T04:15:00.000Z,380,-161
1993-04-05T04:20:00.000Z,378,-160
1993-04-05T04:25:00.000Z,711,-160
1993-04-05T04:30:00.000Z,861,-161
1993-04-05T04:35:00.000Z,965,-158
1993-04-05T04:40:00.000Z,1050,-165
1993-04-05T04:45:00.000Z,690,-165
1993-04-05T04:50:00.000Z,632,-156
1993-04-05T04:55:00.000Z,808,-151
1993-04-05T05:00:00.000Z,910,-149
1993-04-05T05:05:00.000Z,991,-153
1993-04-05T05:10:00.000Z,907,-160
1993-04-05T05:15:00.000Z,890,-171
1993-04-05T05:20:00.000Z,797,-175
1993-04-05T05:25:00.000Z,697,-175
1993-04-05T05:30:00.000Z,786,-176
1993-04-05T05:35:00.000Z,731,-176
1993-04-05T05:40:00.000Z,595,-174
1993-04-05T05:45:00.000Z,998,-174
1993-04-05T05:50:00.000Z,737,-176
1993-04-05T05:55:00.000Z,992,-178
1993-04-05T06:00:00.000Z,990,-180
1993-04-05T06:05:00.000Z,1034,-184
1993-04-05T06:10:00.000Z,618,-188
1993-04-05T06:15:00.000Z,507,-190
1993-04-05T06:20:00.000Z,607,-190
1993-04-05T06:25:00.000Z,671,-191
1993-04-05T06:30:00.000Z,868,-189
1993-04-05T06:35:00.000Z,1059,-189
1993-04-05T06:40:00.000Z,829,-188
1993-04-05T06:45:00.000Z,754,-185
1993-04-05T06:50:00.000Z,601,-179
1993-04-05T06:55:00.000Z,481,-177
1993-04-05T07:00:00.000Z,548,-180
1993-04-05T07:05:00.000Z,502,-180
1993-04-05T07:10:00.000Z,466,-177
1993-04-05T07:15:00.000Z,418,-172
1993-04-05T07:20:00.000Z,481,-169
1993-04-05T07:25:00.000Z,450,-163
1993-04-05T07:30:00.000Z,562,-161
1993-04-05T07:35:00.000Z,593,-161
1993-04-05T07:40:00.000Z,836,-157
1993-04-05T07:45:00.000Z,991,-154
1993-04-05T07:50:00.000Z,934,-160
1993-04-05T07:55:00.000Z,945,-165
1993-04-05T08:00:00.000Z,824,-166
1993-04-05T08:05:00.000Z,800,-162
1993-04-05T08:10:00.000Z,778,-160
1993-04-05T08:15:00.000Z,991,-154
1993-04-05T08:20:00.000Z,949,-152
1993-04-05T08:25:00.000Z,816,-148
1993-04-05T08:30:00.000Z,883,-141
1993-04-05T08:35:00.000Z,808,-136
1993-04-05T08:40:00.000Z,726,-135
1993-04-05T08:45:00.000Z,733,-135
1993-04-05T08:50:00.000Z,690,-134
1993-04-05T08:55:00.000Z,763,-129
1993-04-05T09:00:00.000Z,780,-126
1993-04-05T09:05:00.000Z,761,-124
1993-04-05T09:10:00.000Z,713,-125
1993-04-05T09:15:00.000Z,701,-128
1993-04-05T09:20:00.000Z,588,-130
1993-04-05T09:25:00.000Z,528,-131
1993-04-05T09:30:00.000Z,571,-131
1993-04-05T09:35:00.000Z,877,-127
1993-04-05T09:40:00.000Z,808,-126
1993-04-05T09:45:00.000Z,867,-125
1993-04-05T09:50:00.000Z,880,-125
1993-04-05T09:55:00.000Z,944,-125
1993-04-05T10:00:00.000Z,981,-128
1993-04-05T10:05:00.000Z,1094,-129
1993-04-05T10:10:00.000Z,962,-129
1993-04-05T10:15:00.000Z,957,-126
1993-04-05T10:20:00.000Z,960,-126
1993-04-05T10:25:00.000Z,981,-127
1993-04-05T10:30:00.000Z,947,-127
1993-04-05T10:35:00.000Z,816,-129
1993-04-05T10:40:00.000Z,950,-129
1993-04-05T10:45:00.000Z,856,-128
1993-04-05T10:50:00.000Z,881,-128
1993-04-05T10:55:00.000Z,755,-129
1993-04-05T11:00:00.000Z,638,-130
1993-04-05T11:05:00.000Z,794,-130
1993-04-05T11:10:00.000Z,650,-129
1993-04-05T11:15:00.000Z,675,-128
1993-04-05T11:20:00.000Z,718,-128
1993-04-05T11:25:00.000Z,657,-127
1993-04-05T11:30:00.000Z,617,-125
1993-04-05T11:35:00.000Z,647,-123
1993-04-05T11:40:00.000Z,608,-121
1993-04-05T11:45:00.000Z,579,-122
1993-04-05T11:50:00.000Z,713,-123
1993-04-05T11:55:00.000Z,704,-124
1993-04-05T12:00:00.000Z,699,-127
1993-04-05T12:05:00.000Z,666,-127
1993-04-05T12:10:00.000Z,699,-128
1993-04-05T12:15:00.000Z,752,-128
1993-04-05T12:20:00.000Z,792,-127
1993-04-05T12:25:00.000Z,800,-126
1993-04-05T12:30:00.000Z,756,-127
1993-04-05T12:35:00.000Z,844,-124
1993-04-05T12:40:00.000Z,879,-120
1993-04-05T12:45:00.000Z,974,-119
1993-04-05T12:50:00.000Z,949,-119
1993-04-05T12:55:00.000Z,1102,-123
1993-04-05T13:00:00.000Z,1108,-124
1993-04-05T13:05:00.000Z,1055,-120
1993-04-05T13:10:00.000Z,1246,-118
1993-04-05T13:15:00.000Z,1222,-118
1993-04-05T13:20:00.000Z,955,-119
1993-04-05T13:25:00.000Z,829,-118
1993-04-05T13:30:00.000Z,956,-114
1993-04-05T13:35:00.000Z,1152,-110
1993-04-05T13:40:00.000Z,1281,-112
1993-04-05T13:45:00.000Z,1349,-115
1993-04-05T13:50:00.000Z,1182,-115
1993-04-05T13:55:00.000Z,1087,-114
1993-04-05T14:00:00.000Z,1174,-110
1993-04-05T14:05:00.000Z,1155,-105
1993-04-05T14:10:00.000Z,1318,-103
1993-04-05T14:15:00.000Z,1395,-102
1993-04-05T14:20:00.000Z,1053,-104
1993-04-05T14:25:00.000Z,990,-108
1993-04-05T14:30:00.000Z,1348,-108
1993-04-05T14:35:00.000Z,1092,-109
1993-04-05T14:40:00.000Z,1192,-109
1993-04-05T14:45:00.000Z,1135,-110
1993-04-05T14:50:00.000Z,1113,-111
1993-04-05T14:55:00.000Z,1233,-110
1993-04-05T15:00:00.000Z,1433,-106
1993-04-05T15:05:00.000Z,1166,-103
1993-04-05T15:10:00.000Z,1067,-102
1993-04-05T15:15:00.000Z,865,-100
1993-04-05T15:20:00.000Z,820,-98
1993-04-05T15:25:00.000Z,738,-94
1993-04-05T15:30:00.000Z,619,-92
1993-04-05T15:35:00.000Z,610,-93
1993-04-05T15:40:00.000Z,611,-93
1993-04-05T15:45:00.000Z,733,-91
1993-04-05T15:50:00.000Z,861,-87
1993-04-05T15:55:00.000Z,1081,-85
1993-04-05T16:00:00.000Z,1169,-87
1993-04-05T16:05:00.000Z,1168,-87
1993-04-05T16:10:00.000Z,1140,-87
1993-04-05T16:15:00.000Z,1129,-86
1993-04-05T16:20:00.000Z,1067,-86
1993-04-05T16:25:00.000Z,1147,-84
1993-04-05T16:30:00.000Z,1194,-84
1993-04-05T16:35:00.000Z,1232,-87
